event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
DJI140,2020-03-23,2020,1,Strategic developments,Strategic developments,Other,Government of Djibouti (1999-),,State forces,,,,State forces only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,3,AFP,International,"On 23 March 2020, the government announced a nationwide lockdown and the closing of its borders to prevent the spread of the coronavirus.",0,NA,1600121118
DJI99,2015-11-01,2015,1,Political violence,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),MRD: Movement for Democratic Renewal,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Alkarama Foundation,Other,"Police violently arrested six minors aged between 13 and 15 years from the Movement for Democratic Renewal (MRD) - a National Salvation Union (USN) party - in the Balbala Sheikh Moussa neighbourhood in Djibouti City, at a peaceful celebration before ransacking the parties premises. The minors were held at Gabode prison in harsh conditions",0,NA,1600121120
DJI163,2020-03-29,2020,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-) Gendarmerie,,State forces,Military Forces of Djibouti (1999-),,State forces,State forces-State forces,,262,Eastern Africa,Djibouti,Dikhil,Dikhil,,Dikhil,11.1045,42.3697,1,HCH24,National,"On 29 March 2020, a Djiboutian gendarme opened fire and wounded a Djiboutian soldier in Dikhil (Dikhil) for unknown reasons.",0,NA,1603755460
DJI147,2020-06-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Dikhil,Dikhil,,Dikhil,11.1045,42.3697,1,Radio Boukao,New media,"On 6 June 2020, citizens held a protest march in Dikhil (Dikhil), denouncing the arrest of the former Djiboutian air force pilot Fouad Ali Youssef and his conditions of detention.",0,crowd size=no report,1603755484
DJI149,2020-06-08,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Dikhil,Dikhil,,Dikhil,11.1045,42.3697,1,Radio Boukao,New media,"On 8 June 2020, citizens held a protest march in Dikhil (Dikhil), denouncing the arrest of the former Djiboutian air force pilot Fouad Ali Youssef and his conditions of detention.",0,crowd size=no report,1603755484
DJI54,2013-02-25,2013,1,Demonstrations,Protests,Protest with intervention,Protesters (Djibouti),USN: Union for National Salvation,Protesters,Police Forces of Djibouti (1999-),,State forces,State forces-Protesters,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Africa News,International,Movement for Development and Liberty (Model) leaders Sheikhs Abdirahman Bashir and Abdirahman God were arrested for 'disturbing public order' on Monday for protesting alleged fraud during last Fridays legislative elections.,0,,1604354630
DJI17,2004-06-15,2004,2,Strategic developments,Strategic developments,Arrests,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),Journalists (Djibouti),Civilians,State forces-Civilians,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,IFEX,Other,Police officers arrested 'Le Renouveau' journalist Houssein Ahmed Farah on trumped up charges and imprisioned him in solitary confinement. 'Le Renouveau' has been requently targeted by Djibouti authorities,0,NA,1604354643
DJI168,2020-07-29,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),Labor Group (Djibouti),Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Radio Boukao,New media,"Around 29 July 2020 (as reported), workers at the private security company 'Tower Security' held a protest sit-in in Djibouti (Djibouti), demanding the payment of their salaries.",0,crowd size=no report,1604354648
DJI25,2007-03-02,2007,1,Strategic developments,Strategic developments,Arrests,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),MRD: Movement for Democratic Renewal,Civilians,State forces-Civilians,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Reporters Sans Frontieres,Other,Police arrest opposition party members in connection with an article published in the opposition newspaper 'Le Renouveau',0,NA,1604354651
DJI62,2013-05-15,2013,1,Political violence,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Reporters Sans Frontieres,Other,"Maydaneh Abdallah Okieh was the victim of violence during his detention at the police criminal brigade,' the news agency reported. 'For the last 48 hours, Maydaneh has been subject to inhuman and degrading treatment in extreme and barbaric conditions.'",0,NA,1604354651
DJI24,2007-02-02,2007,1,Political violence,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Reporters Sans Frontieres,Other,"Police raid the home of Daher Ahmed Farah, managing editor of the weekly 'Le Renouveau', a mouthpiece for the opposition party, the Movement for Democratic Renewal (MRD), without a warrant over an article about President Ismael Omar Guellehs brother-in-law",0,NA,1604354651
DJI72,2014-04-14,2014,2,Strategic developments,Strategic developments,Other,Government of Djibouti (1999-),,State forces,,,,State forces only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,TesfaNews (Eritrea),International,Agreement: The Djibouti government has handed over 267 Eritrean 'prisoners of war' (POWs) to the UNHCR. UNHCR will transfer the 267 Eritreans to Ali Adhee refugee camp located at the border between Ethiopia and Djibouti so that they will be considered as refugees.,0,,1604354654
DJI171,2020-11-16,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),Labor Group (Djibouti),Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Radio Boukao,New media,"Around 16 November 2020 (as reported), unemployed engineers held a protest sit-in in Djibouti (Djibouti) to demand job opportunities.",0,crowd size=no report,1606158330
DJI173,2021-01-01,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),"RADDE: Rally for Action, Democracy and Ecological Development; Women (Djibouti)",Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Twitter; Radde Parti,New media,"On 1 January 2021, the RADDE party held a march in Djibouti (Djibouti) to protest against a fifth presidential mandate for President Ismael Omar Guelleh. A group of women also held a related march in Djibouti.",0,crowd size=no report,1610409618
DJI172,2021-01-08,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),"RADDE: Rally for Action, Democracy and Ecological Development",Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Facebook,New media,"On 8 January 2021, the RADDE party held a march in Djibouti (Djibouti) to protest against a fifth presidential mandate for President Ismael Omar Guelleh.",0,crowd size=no report,1610409634
DJI175,2021-01-15,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),"RADDE: Rally for Action, Democracy and Ecological Development",Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Radde Parti; RFI,New media-International,"On 15 January 2021, the RADDE party held a march in Djibouti (Djibouti) to protest against a fifth presidential mandate for President Ismael Omar Guelleh.",0,crowd size=no report,1611010518
DJI176,2021-01-20,2021,2,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Dikhil,Dikhil,,Dikhil,11.1045,42.3697,1,Radio Boukao,New media,"Around 20 January 2021 (as reported), residents held a protest sit-in in Dikhil (Dikhil) to denounce police harassment.",0,crowd size=no report,1611605538
DJI177,2021-01-23,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),"RADDE: Rally for Action, Democracy and Ecological Development",Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,RFI,International,"On 23 January 2021, the RADDE party held a protest march in Djibouti (Djibouti) for the fourth time to denounce a fifth presidential mandate for President Ismael Omar Guelleh.",0,crowd size=no report,1612212414
DJI180,2021-01-31,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),"RADDE: Rally for Action, Democracy and Ecological Development",Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Facebook,New media,"On 31 January 2021, the RADDE party held for the fifth time a protest march in Djibouti (Djibouti) to denounce a fifth presidential mandate for President Ismael Omar Guelleh.",0,crowd size=no report,1612815317
DJI179,2021-01-22,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Radio Boukao,New media,"On 22 January 2021, citizens held a protest march in the Arhiha area in Djibouti (Djibouti) to denounce a fifth presidential mandate for President Ismael Omar Guelleh.",0,crowd size=no report,1612815317
DJI178,2021-01-18,2021,1,Political violence,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Ali Sabieh,Ali Sabieh,,Ali Sabieh,11.1558,42.7125,1,Radio Boukao,New media,"On 18 January 2021, the Djiboutian police killed a civilian during a police control in Ali Sabieh (Ali Sabieh).",1,,1754409724
DJI181,2021-02-09,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),"RADDE: Rally for Action, Democracy and Ecological Development",Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Facebook,New media,"On 9 February 2021, the RADDE party held a protest march in Djibouti (Djibouti) against President Omar Guelleh running for a fifth mandate.",0,crowd size=no report,1613419899
DJI164,2020-04-08,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Ali Sabieh,Ali Sabieh,,Ali Sabieh,11.1558,42.7125,1,HCH24,National,"Around 8 April 2020 (as reported), people placed in a quarantine centre for coronavirus infected patients held a protest in Ali Sabieh (Ali Sabeh), demanding to be released by the authorities.",0,crowd size=no report,1613499276
DJI182,2021-02-18,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),"RADDE: Rally for Action, Democracy and Ecological Development",Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Facebook,New media,"On 18 February 2021, the RADDE party held a protest march in Djibouti (Djibouti) against President Omar Guelleh running for a fifth mandate.",0,crowd size=no report,1614037122
DJI184,2021-03-03,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),"RADDE: Rally for Action, Democracy and Ecological Development",Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Facebook,New media,"On 3 March 2021, the RADDE party held a protest sit-in in Djibouti (Djibouti) against President Omar Guelleh running for a fifth mandate.",0,crowd size=no report,1615246425
DJI183,2021-02-25,2021,1,Demonstrations,Protests,Protest with intervention,Protesters (Djibouti),Labor Group (Djibouti),Protesters,Police Forces of Djibouti (1999-),,State forces,State forces-Protesters,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Radio Boukao,New media,"On 25 February 2021, unemployed graduates held a protest march in Djibouti (Djibouti) to denounce their socio-economic conditions. Police forces intervened and arrested at least two protesters.",0,crowd size=no report,1753970414
DJI185,2021-03-26,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),"RADDE: Rally for Action, Democracy and Ecological Development",Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Facebook; RFI,New media-International,"On 26 March 2021, the RADDE party held a protest sit-in in Djibouti (Djibouti) to denounce a fifth presidential mandate for President Ismael Omar Guelleh.",0,crowd size=no report,1617053589
DJI188,2021-04-09,2021,1,Strategic developments,Strategic developments,Other,Government of Djibouti (1999-),,State forces,,,,State forces only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,3,AFP,International,"Elections/referendum: On 9 April 2021, President Ismael Omar Guelleh was re-elected for a fifth mandate as the President of Djibouti. Location coded as Djibouti (Djibouti, Djibouti).",0,NA,1618266661
DJI186,2021-04-05,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),Labor Group (Djibouti),Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Alwihda (Chad),International,"On 5 April 2021, unemployed youth held a protest sit-in in Djibouti (Djibouti) to demand employment and denounce a fifth presidential mandate for President Ismael Guelleh.",0,crowd size=no report,1618266661
DJI187,2021-04-08,2021,2,Demonstrations,Riots,Violent demonstration,Rioters (Djibouti),,Rioters,Military Forces of Djibouti (1999-) Gendarmerie,,State forces,State forces-Rioters,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Facebook,New media,"Around 8 April 2021, young people burned tires and clashed with gendarmerie forces in Balbala (Djibouti, Djibouti) to denounce a fifth presidential mandate for President Ismael Guelleh.",0,crowd size=no report,1618266661
DJI189,2021-04-03,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Dikhil,Dikhil,,Dikhil,11.1045,42.3697,1,Facebook,New media,"On 3 April 2021, a group of citizens held a protest sit-in in Dikhil (Dikhil, Dikhil) against a fifth presidential mandate for President Ismael Omar Guelleh.",0,crowd size=no report,1618857530
DJI190,2021-04-12,2021,1,Demonstrations,Protests,Protest with intervention,Protesters (Djibouti),,Protesters,Police Forces of Djibouti (1999-),,State forces,State forces-Protesters,,262,Eastern Africa,Djibouti,Dikhil,Dikhil,,Dikhil,11.1045,42.3697,1,Radio Boukao,New media,"On 12 April 2021, the Djiboutian police dispersed a protest sit-in held by citizens in Dikhil (Dikhil) to denounce President Ismael Omar Guelleh's re-election.",0,crowd size=no report,1753970414
DJI144,2020-06-05,2020,1,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (Djibouti),,Protesters,Police Forces of Djibouti (1999-),,State forces,State forces-Protesters,Civilian targeting,262,Eastern Africa,Djibouti,Ali Sabieh,Ali Sabieh,,Ali Sabieh,11.1558,42.7125,1,AFP,International,"On 5 June 2020, the Djiboutian police opened fire on protesters in Ali Sabieh (Ali Sabieh) who were denouncing the arrest of the former Djiboutian air force pilot Fouad Ali Youssef and his conditions of detention.",0,crowd size=no report,1754409724
DJI150,2020-06-10,2020,1,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (Djibouti),,Protesters,Police Forces of Djibouti (1999-),,State forces,State forces-Protesters,Civilian targeting,262,Eastern Africa,Djibouti,Dikhil,Dikhil,,Dikhil,11.1045,42.3697,1,Radio Boukao,New media,"On 10 June 2020, the Djiboutian police opened fire on protesters in Dikhil (Dikhil) who were denouncing the arrest of the former Djiboutian air force pilot Fouad Ali Youssef and his conditions of detention. Injuries were reported among the protesters.",0,crowd size=no report,1754409724
DJI145,2020-06-05,2020,1,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (Djibouti),,Protesters,Police Forces of Djibouti (1999-),,State forces,State forces-Protesters,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Radio Boukao,New media,"On 5 June 2020, the Djiboutian police opened fire on protesters in Balbala (Djibouti) who were denouncing the arrest of the former Djiboutian air force pilot Fouad Ali Youssef and his conditions of detention.",0,crowd size=no report,1754409724
DJI127,2019-10-31,2019,1,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (Djibouti),,Protesters,Police Forces of Djibouti (1999-),,State forces,State forces-Protesters,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,2,RFI,International,"On 31 October 2019, in Arhiba (south of Djibouti city), for 24 hours, protestors demonstrated against the arrest of Kako Houmed Kako by the police. The use of real bullets by the police was reported in response. According to the human rights Djiboutian league dozens of protestors where injured and arrested.",0,crowd size=no report,1620675926
DJI96,2015-09-30,2015,1,Strategic developments,Strategic developments,Arrests,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,Civilians (Djibouti),,Civilians,Rebel group-Civilians,,262,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Tadjourah,11.7853,42.8844,2,RFI,International,"Arrests: FRUD militants burnt down three vehicles belonging to a road construction company near the town of Tadjura. 20 people have been arrested in connection tp this attack, including people suspected of being close to the group",0,NA,1625524583
DJI86,2014-08-11,2014,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Tadjourah,Randa,,Assau Guera,11.8,42.6833,1,Al Wahdah,International,A battle between Front of the Restoration of Unity and Democracy (FRUD) and the army leaves 5 soldiers dead and 7 wounded.,2,NA,1625524583
DJI88,2014-08-11,2014,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Tadjourah,Randa,,Dissay,11.8219,42.6514,1,Al Wahdah,International,A battle between Front of the Restoration of Unity and Democracy (FRUD) and the army leaves 5 soldiers dead and 7 wounded.,1,NA,1625524583
DJI87,2014-08-11,2014,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Tadjourah,Randa,,Day,11.7678,42.6579,1,Al Wahdah,International,A battle between Front of the Restoration of Unity and Democracy (FRUD) and the army leaves 5 soldiers dead and 7 wounded.,1,NA,1625524583
DJI85,2014-08-11,2014,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Tadjourah,Randa,,Amisso Daba,11.8306,42.7069,1,Al Wahdah,International,A battle between Front of the Restoration of Unity and Democracy (FRUD) and the army leaves 5 soldiers dead and 7 wounded.,1,NA,1625524583
DJI79,2014-07-06,2014,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Tadjourah,11.7853,42.8844,2,Al Wahdah,International,The Djibouti National Army fights against FRUD in an attempt to take over FRUD held territory. Casulties unknown.,0,NA,1625524583
DJI78,2014-06-28,2014,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Tadjourah,11.7853,42.8844,2,Al Wahdah,International,A clash between soldiers and FRUD leaves 1 soldier dead and 4 wounded.,1,NA,1625524583
DJI76,2014-06-28,2014,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Debel,11.8797,42.955,1,Al Wahdah,International,"A clash between soldiers and FRUD leaves 2 soldiers dead, 3 wounded and an army vehicle destroyed.",2,NA,1625524583
DJI77,2014-06-28,2014,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Tadjourah,Dorra,,Galeila,12.15,42.4,1,Al Wahdah,International,The Djibouti National Army fights against FRUD. No casualties reported.,0,NA,1625524583
DJI50,2012-11-08,2012,1,Political violence,Battles,Armed clash,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,Military Forces of Djibouti (1999-) Presidential Security Unit,,State forces,State forces-Rebel group,,262,Eastern Africa,Djibouti,Tadjourah,Randa,,Forest Day,11.7667,42.6581,1,Indian Ocean Newsletter,International,"About ten FRUD-arme rebels attacked the Day presidential residence, wounding 4 presidential guards",0,,1625524583
DJI48,2011-04-08,2011,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),FRUD: Front for the Restoration of Unity and Democracy,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Africa Research Bulletin,Other,"FRUD party boycotts voting, believing the electoral system is rigged against them.",0,NA,1625524583
DJI42,2010-05-31,2010,1,Political violence,Battles,Armed clash,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,Military Forces of Djibouti (1999-),,State forces,State forces-Rebel group,,262,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Ad Bouya,11.8517,43.0531,1,AFP,International,The rebel group FRUD claims it has fought off two attacks in two days by the military which had claimed the lives of three soldiers. No independent source confirmed the rebel claims and there was no comment from the government.,3,NA,1625524583
DJI41,2010-05-29,2010,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Obock,Obock,,Obock,11.9631,43.2906,2,AFP,International,Army clashes with FRUD rebels in north of Djibouti,0,NA,1625524583
DJI40,2010-05-29,2010,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Ad Bouya,11.8517,43.0531,1,AFP,International,Army clashes with FRUD rebels in north of Djibouti,0,NA,1625524583
DJI39,2010-05-28,2010,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Obock,Obock,,Obock,11.9631,43.2906,2,AFP,International,Army clashes with FRUD rebels in north of Djibouti,0,NA,1625524583
DJI38,2010-05-28,2010,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Ad Bouya,11.8517,43.0531,1,AFP,International,Army clashes with FRUD rebels in north of Djibouti,0,NA,1625524583
DJI33,2009-08-31,2009,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Obock,Obock,,Obock,11.9631,43.2906,2,IHS Global Insight,International,FRUD claims to have killed four soldiers during armed battle,4,NA,1625524583
DJI31,2009-06-07,2009,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Obock,Obock,,Dalha Zone,12.1861,42.89,2,Indian Ocean Newsletter,International,Military strikes known rebel areas; no information on casualties,0,,1625524583
DJI32,2009-06-07,2009,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Obock,Obock,,Obock,11.9631,43.2906,2,Indian Ocean Newsletter,International,Military strikes known rebel areas; no information on casualties,0,,1625524583
DJI30,2009-06-06,2009,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Obock,Alaili Dadda,,Andoli,12.5,42.9833,2,Indian Ocean Newsletter,International,"FRUD strikes government forces with landmines, three seriously injured",0,,1625524583
DJI29,2009-02-28,2009,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,Civilians (Djibouti),,Civilians,Rebel group-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Tadjourah,Randa,,Randa,11.8469,42.6606,2,Indian Ocean Newsletter,International,Construction workers strike landmine planted by FRUD; no deaths,0,,1625524583
DJI28,2009-02-25,2009,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Tadjourah,Dorra,,Margoita,12.4056,42.4814,1,Indian Ocean Newsletter,International,FRUD attacks Minister for Defence and army officers during meeting,0,,1625524584
DJI23,2006-05-15,2006,3,Political violence,Violence against civilians,Attack,Military Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),FRUD: Front for the Restoration of Unity and Democracy,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Tadjourah,11.7853,42.8844,2,AFP,International,Security forces arrested about 50 people in an anti-crime crackdown begun in mid-May in Tadjourah and Obock that was criticized by an armed exiled opposition group as 'a vast military offensive' against it,0,NA,1625524584
DJI22,2006-05-15,2006,3,Political violence,Violence against civilians,Attack,Military Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),FRUD: Front for the Restoration of Unity and Democracy,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Obock,Obock,,Obock,11.9631,43.2906,2,AFP,International,Security forces arrested about 50 people in an anti-crime crackdown begun in mid-May in Tadjourah and Obock that was criticized by an armed exiled opposition group as 'a vast military offensive' against it,0,NA,1625524584
DJI3,1998-03-23,1998,2,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Djibouti (1977-1999),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Ali Sabieh,Ali Sabieh,,Assamo,10.9976,42.8386,1,Reuters,International,Three soldiers killed when vehicle strikes landmine planted by FRUD,3,NA,1625524584
DJI2,1998-03-22,1998,2,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,Civilians (International),Refugees/IDPs (International),Civilians,Rebel group-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Ali Sabieh,Ali Sabieh,,Assamo,10.9976,42.8386,1,Reuters,International,Refugees strike landmine planted by FRUD,0,NA,1625524584
DJI191,2021-07-06,2021,1,Political violence,Violence against civilians,Attack,Issa Clan Militia (Djibouti),,Identity militia,Civilians (Djibouti),Afar Ethnic Group (Djibouti),Civilians,Identity militia-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,ARD Djibouti,National,"On 6 July 2021, members of the Issa group attacked Afar civilians in Balbala (Djibouti, Djibouti) in retaliation for the death of an Issa shepherd in Warabaleh. No report of causalities.",0,NA,1626118833
